Station	Instrument	Longitude(DecDeg)	Latitude(DecDeg)	Time(ISO8601)	Depth(m)
FB-drifter_021_068	IgotU#9999	-55.385670	47.529690	2011-07-04T23:57:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386080	47.530270	2011-07-05T00:21:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386180	47.530380	2011-07-05T00:32:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386310	47.530490	2011-07-05T00:37:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386440	47.530580	2011-07-05T00:42:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386670	47.530700	2011-07-05T00:46:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386780	47.530730	2011-07-05T00:51:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386960	47.530810	2011-07-05T00:56:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387180	47.531020	2011-07-05T01:01:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387260	47.531070	2011-07-05T01:06:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387420	47.531140	2011-07-05T01:11:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387540	47.531220	2011-07-05T01:16:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387710	47.531400	2011-07-05T01:20:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387850	47.531430	2011-07-05T01:25:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387920	47.531510	2011-07-05T01:30:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388110	47.531560	2011-07-05T01:40:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388230	47.531660	2011-07-05T01:45:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388370	47.531720	2011-07-05T01:50:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388500	47.531740	2011-07-05T01:54:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388660	47.531740	2011-07-05T01:59:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388840	47.531690	2011-07-05T02:04:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388990	47.531780	2011-07-05T02:10:00	 10.
FB-drifter_021_068	IgotU#9999	-55.389660	47.531560	2011-07-05T02:34:00	 10.
FB-drifter_021_068	IgotU#9999	-55.389850	47.531620	2011-07-05T02:39:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390050	47.531600	2011-07-05T02:44:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390210	47.531590	2011-07-05T02:49:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390410	47.531540	2011-07-05T02:54:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390580	47.531570	2011-07-05T02:59:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390780	47.531460	2011-07-05T03:03:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391010	47.531370	2011-07-05T03:08:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391170	47.531340	2011-07-05T03:13:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391420	47.531280	2011-07-05T03:18:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391470	47.531190	2011-07-05T03:23:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391480	47.531130	2011-07-05T03:28:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392240	47.530910	2011-07-05T03:42:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392500	47.530610	2011-07-05T03:52:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392560	47.530440	2011-07-05T03:57:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392490	47.530240	2011-07-05T04:02:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392660	47.530120	2011-07-05T04:07:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392810	47.529970	2011-07-05T04:12:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392850	47.529890	2011-07-05T04:17:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392930	47.529650	2011-07-05T04:22:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393100	47.529500	2011-07-05T04:26:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393090	47.529190	2011-07-05T04:31:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393400	47.528900	2011-07-05T04:36:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393490	47.528580	2011-07-05T04:41:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393630	47.528270	2011-07-05T04:46:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393800	47.527950	2011-07-05T04:51:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393810	47.527620	2011-07-05T04:55:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394130	47.527190	2011-07-05T05:00:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394230	47.526760	2011-07-05T05:05:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394210	47.526430	2011-07-05T05:10:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394490	47.525630	2011-07-05T05:20:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394390	47.525250	2011-07-05T05:25:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394420	47.524770	2011-07-05T05:29:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394580	47.524350	2011-07-05T05:34:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394520	47.523960	2011-07-05T05:39:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394490	47.523530	2011-07-05T05:44:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394330	47.523040	2011-07-05T05:49:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394440	47.522610	2011-07-05T05:54:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394360	47.522110	2011-07-05T05:59:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394350	47.521730	2011-07-05T06:03:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394320	47.521330	2011-07-05T06:08:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394340	47.521040	2011-07-05T06:13:00	 10.
FB-drifter_021_068	IgotU#9999	-55.394380	47.520800	2011-07-05T06:18:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393990	47.520080	2011-07-05T06:23:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393810	47.519580	2011-07-05T06:28:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393360	47.518590	2011-07-05T06:38:00	 10.
FB-drifter_021_068	IgotU#9999	-55.393140	47.518110	2011-07-05T06:43:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392850	47.517610	2011-07-05T06:48:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392550	47.517140	2011-07-05T06:53:00	 10.
FB-drifter_021_068	IgotU#9999	-55.392260	47.516680	2011-07-05T06:57:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391890	47.516140	2011-07-05T07:02:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391820	47.515720	2011-07-05T07:07:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391540	47.515240	2011-07-05T07:12:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391520	47.514800	2011-07-05T07:17:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391620	47.514390	2011-07-05T07:22:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391660	47.513960	2011-07-05T07:26:00	 10.
FB-drifter_021_068	IgotU#9999	-55.391170	47.513500	2011-07-05T07:31:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390950	47.513060	2011-07-05T07:36:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390610	47.512630	2011-07-05T07:41:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390520	47.512240	2011-07-05T07:46:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390200	47.511950	2011-07-05T07:51:00	 10.
FB-drifter_021_068	IgotU#9999	-55.390150	47.511470	2011-07-05T07:55:00	 10.
FB-drifter_021_068	IgotU#9999	-55.389850	47.511230	2011-07-05T08:00:00	 10.
FB-drifter_021_068	IgotU#9999	-55.389710	47.510850	2011-07-05T08:05:00	 10.
FB-drifter_021_068	IgotU#9999	-55.389480	47.510570	2011-07-05T08:10:00	 10.
FB-drifter_021_068	IgotU#9999	-55.389230	47.510350	2011-07-05T08:15:00	 10.
FB-drifter_021_068	IgotU#9999	-55.389020	47.510150	2011-07-05T08:20:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388600	47.509900	2011-07-05T08:24:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388470	47.509720	2011-07-05T08:29:00	 10.
FB-drifter_021_068	IgotU#9999	-55.388060	47.509550	2011-07-05T08:35:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387840	47.509340	2011-07-05T08:40:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387590	47.509310	2011-07-05T08:45:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387310	47.509050	2011-07-05T08:49:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386940	47.508830	2011-07-05T08:54:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386630	47.508580	2011-07-05T08:59:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386440	47.508480	2011-07-05T09:04:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386210	47.508360	2011-07-05T09:09:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386040	47.508210	2011-07-05T09:14:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385770	47.508070	2011-07-05T09:18:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385480	47.508000	2011-07-05T09:23:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385160	47.507950	2011-07-05T09:28:00	 10.
FB-drifter_021_068	IgotU#9999	-55.384650	47.507810	2011-07-05T09:33:00	 10.
FB-drifter_021_068	IgotU#9999	-55.383770	47.507340	2011-07-05T09:57:00	 10.
FB-drifter_021_068	IgotU#9999	-55.383190	47.507260	2011-07-05T10:03:00	 10.
FB-drifter_021_068	IgotU#9999	-55.382920	47.507200	2011-07-05T10:07:00	 10.
FB-drifter_021_068	IgotU#9999	-55.382660	47.507140	2011-07-05T10:12:00	 10.
FB-drifter_021_068	IgotU#9999	-55.382460	47.507100	2011-07-05T10:17:00	 10.
FB-drifter_021_068	IgotU#9999	-55.382090	47.507050	2011-07-05T10:22:00	 10.
FB-drifter_021_068	IgotU#9999	-55.381890	47.506990	2011-07-05T10:27:00	 10.
FB-drifter_021_068	IgotU#9999	-55.381450	47.506970	2011-07-05T10:32:00	 10.
FB-drifter_021_068	IgotU#9999	-55.380920	47.506730	2011-07-05T10:41:00	 10.
FB-drifter_021_068	IgotU#9999	-55.380370	47.506870	2011-07-05T10:46:00	 10.
FB-drifter_021_068	IgotU#9999	-55.380040	47.506810	2011-07-05T10:51:00	 10.
FB-drifter_021_068	IgotU#9999	-55.379410	47.506730	2011-07-05T11:01:00	 10.
FB-drifter_021_068	IgotU#9999	-55.379070	47.506900	2011-07-05T11:05:00	 10.
FB-drifter_021_068	IgotU#9999	-55.378640	47.507080	2011-07-05T11:15:00	 10.
FB-drifter_021_068	IgotU#9999	-55.378290	47.507130	2011-07-05T11:20:00	 10.
FB-drifter_021_068	IgotU#9999	-55.377850	47.507130	2011-07-05T11:25:00	 10.
FB-drifter_021_068	IgotU#9999	-55.377400	47.507110	2011-07-05T11:30:00	 10.
FB-drifter_021_068	IgotU#9999	-55.377170	47.507260	2011-07-05T11:34:00	 10.
FB-drifter_021_068	IgotU#9999	-55.376920	47.507290	2011-07-05T11:39:00	 10.
FB-drifter_021_068	IgotU#9999	-55.376500	47.507350	2011-07-05T11:44:00	 10.
FB-drifter_021_068	IgotU#9999	-55.376100	47.507350	2011-07-05T11:49:00	 10.
FB-drifter_021_068	IgotU#9999	-55.375670	47.507430	2011-07-05T11:54:00	 10.
FB-drifter_021_068	IgotU#9999	-55.374190	47.507460	2011-07-05T12:08:00	 10.
FB-drifter_021_068	IgotU#9999	-55.372960	47.507740	2011-07-05T12:18:00	 10.
FB-drifter_021_068	IgotU#9999	-55.373180	47.507710	2011-07-05T12:23:00	 10.
FB-drifter_021_068	IgotU#9999	-55.372740	47.507780	2011-07-05T12:28:00	 10.
FB-drifter_021_068	IgotU#9999	-55.372470	47.507900	2011-07-05T12:33:00	 10.
FB-drifter_021_068	IgotU#9999	-55.371980	47.508060	2011-07-05T12:42:00	 10.
FB-drifter_021_068	IgotU#9999	-55.371800	47.508350	2011-07-05T12:52:00	 10.
FB-drifter_021_068	IgotU#9999	-55.371600	47.508530	2011-07-05T12:57:00	 10.
FB-drifter_021_068	IgotU#9999	-55.371420	47.508700	2011-07-05T13:02:00	 10.
FB-drifter_021_068	IgotU#9999	-55.370200	47.508470	2011-07-05T13:08:00	 10.
FB-drifter_021_068	IgotU#9999	-55.369770	47.508540	2011-07-05T13:15:00	 10.
FB-drifter_021_068	IgotU#9999	-55.369710	47.508670	2011-07-05T13:19:00	 10.
FB-drifter_021_068	IgotU#9999	-55.369710	47.508770	2011-07-05T13:24:00	 10.
FB-drifter_021_068	IgotU#9999	-55.368260	47.508820	2011-07-05T13:44:00	 10.
FB-drifter_021_068	IgotU#9999	-55.367900	47.508870	2011-07-05T13:49:00	 10.
FB-drifter_021_068	IgotU#9999	-55.367640	47.508880	2011-07-05T13:54:00	 10.
FB-drifter_021_068	IgotU#9999	-55.366840	47.508800	2011-07-05T14:09:00	 10.
FB-drifter_021_069	IgotU#9999	-55.389500	47.528630	2011-07-04T19:18:00	  1.
FB-drifter_021_069	IgotU#9999	-55.388570	47.528170	2011-07-04T19:23:00	  1.
FB-drifter_021_069	IgotU#9999	-55.387830	47.527770	2011-07-04T19:27:00	  1.
FB-drifter_021_069	IgotU#9999	-55.387080	47.527250	2011-07-04T19:31:00	  1.
FB-drifter_021_069	IgotU#9999	-55.386470	47.526930	2011-07-04T19:36:00	  1.
FB-drifter_021_069	IgotU#9999	-55.385060	47.526600	2011-07-04T19:49:00	  1.
FB-drifter_021_069	IgotU#9999	-55.384640	47.526440	2011-07-04T19:53:00	  1.
FB-drifter_021_069	IgotU#9999	-55.384000	47.525940	2011-07-04T19:58:00	  1.
FB-drifter_021_069	IgotU#9999	-55.383230	47.525510	2011-07-04T20:02:00	  1.
FB-drifter_021_069	IgotU#9999	-55.382610	47.524950	2011-07-04T20:06:00	  1.
FB-drifter_021_069	IgotU#9999	-55.382060	47.524700	2011-07-04T20:11:00	  1.
FB-drifter_021_069	IgotU#9999	-55.381600	47.524510	2011-07-04T20:15:00	  1.
FB-drifter_021_069	IgotU#9999	-55.380850	47.523860	2011-07-04T20:19:00	  1.
FB-drifter_021_069	IgotU#9999	-55.380340	47.523470	2011-07-04T20:23:00	  1.
FB-drifter_021_069	IgotU#9999	-55.379640	47.522800	2011-07-04T20:28:00	  1.
FB-drifter_021_069	IgotU#9999	-55.378970	47.522020	2011-07-04T20:32:00	  1.
FB-drifter_021_069	IgotU#9999	-55.378610	47.521640	2011-07-04T20:36:00	  1.
FB-drifter_021_069	IgotU#9999	-55.378190	47.521180	2011-07-04T20:41:00	  1.
FB-drifter_021_069	IgotU#9999	-55.377700	47.520580	2011-07-04T20:45:00	  1.
FB-drifter_021_069	IgotU#9999	-55.377240	47.520080	2011-07-04T20:49:00	  1.
FB-drifter_021_069	IgotU#9999	-55.376450	47.519030	2011-07-04T20:58:00	  1.
FB-drifter_021_069	IgotU#9999	-55.376170	47.518280	2011-07-04T21:02:00	  1.
FB-drifter_021_069	IgotU#9999	-55.375510	47.518100	2011-07-04T21:06:00	  1.
FB-drifter_021_069	IgotU#9999	-55.372710	47.516160	2011-07-04T21:28:00	  1.
FB-drifter_021_069	IgotU#9999	-55.372150	47.515750	2011-07-04T21:32:00	  1.
FB-drifter_021_069	IgotU#9999	-55.371720	47.515410	2011-07-04T21:36:00	  1.
FB-drifter_021_069	IgotU#9999	-55.371320	47.515210	2011-07-04T21:41:00	  1.
FB-drifter_021_069	IgotU#9999	-55.370910	47.514770	2011-07-04T21:45:00	  1.
FB-drifter_021_069	IgotU#9999	-55.370390	47.514560	2011-07-04T21:49:00	  1.
FB-drifter_021_069	IgotU#9999	-55.369920	47.514360	2011-07-04T21:54:00	  1.
FB-drifter_021_069	IgotU#9999	-55.369490	47.514040	2011-07-04T21:58:00	  1.
FB-drifter_021_069	IgotU#9999	-55.369090	47.514180	2011-07-04T22:03:00	  1.
FB-drifter_021_069	IgotU#9999	-55.368730	47.514070	2011-07-04T22:07:00	  1.
FB-drifter_021_069	IgotU#9999	-55.368210	47.513730	2011-07-04T22:11:00	  1.
FB-drifter_021_069	IgotU#9999	-55.367860	47.513790	2011-07-04T22:16:00	  1.
FB-drifter_021_069	IgotU#9999	-55.367510	47.514110	2011-07-04T22:20:00	  1.
FB-drifter_021_069	IgotU#9999	-55.367230	47.514100	2011-07-04T22:24:00	  1.
FB-drifter_021_069	IgotU#9999	-55.366410	47.514370	2011-07-04T22:33:00	  1.
FB-drifter_021_069	IgotU#9999	-55.366040	47.514630	2011-07-04T22:38:00	  1.
FB-drifter_021_069	IgotU#9999	-55.365650	47.514830	2011-07-04T22:42:00	  1.
FB-drifter_021_069	IgotU#9999	-55.365260	47.514970	2011-07-04T22:47:00	  1.
FB-drifter_021_069	IgotU#9999	-55.364940	47.515210	2011-07-04T22:51:00	  1.
FB-drifter_021_069	IgotU#9999	-55.364560	47.515500	2011-07-04T22:56:00	  1.
FB-drifter_021_069	IgotU#9999	-55.364110	47.515780	2011-07-04T23:02:00	  1.
FB-drifter_021_069	IgotU#9999	-55.363430	47.516070	2011-07-04T23:08:00	  1.
FB-drifter_021_069	IgotU#9999	-55.362950	47.516480	2011-07-04T23:15:00	  1.
FB-drifter_021_069	IgotU#9999	-55.362300	47.516920	2011-07-04T23:23:00	  1.
FB-drifter_021_069	IgotU#9999	-55.361420	47.517270	2011-07-04T23:31:00	  1.
FB-drifter_021_069	IgotU#9999	-55.360780	47.517960	2011-07-04T23:39:00	  1.
FB-drifter_021_069	IgotU#9999	-55.360310	47.518220	2011-07-04T23:43:00	  1.
FB-drifter_021_069	IgotU#9999	-55.360020	47.518460	2011-07-04T23:48:00	  1.
FB-drifter_021_069	IgotU#9999	-55.359600	47.518950	2011-07-04T23:52:00	  1.
FB-drifter_021_069	IgotU#9999	-55.359040	47.519760	2011-07-05T00:01:00	  1.
FB-drifter_021_069	IgotU#9999	-55.358660	47.519900	2011-07-05T00:05:00	  1.
FB-drifter_021_069	IgotU#9999	-55.358260	47.520750	2011-07-05T00:13:00	  1.
FB-drifter_021_069	IgotU#9999	-55.357300	47.521180	2011-07-05T00:22:00	  1.
FB-drifter_021_069	IgotU#9999	-55.356460	47.522520	2011-07-05T00:36:00	  1.
FB-drifter_021_069	IgotU#9999	-55.356230	47.522930	2011-07-05T00:40:00	  1.
FB-drifter_021_069	IgotU#9999	-55.355760	47.523040	2011-07-05T00:44:00	  1.
FB-drifter_021_069	IgotU#9999	-55.355260	47.523190	2011-07-05T00:48:00	  1.
FB-drifter_021_069	IgotU#9999	-55.355000	47.523150	2011-07-05T00:53:00	  1.
FB-drifter_021_069	IgotU#9999	-55.354350	47.523040	2011-07-05T00:57:00	  1.
FB-drifter_021_069	IgotU#9999	-55.354210	47.522770	2011-07-05T01:01:00	  1.
FB-drifter_021_069	IgotU#9999	-55.353180	47.522640	2011-07-05T01:06:00	  1.
FB-drifter_021_069	IgotU#9999	-55.352580	47.522570	2011-07-05T01:10:00	  1.
FB-drifter_021_069	IgotU#9999	-55.352430	47.522610	2011-07-05T01:14:00	  1.
FB-drifter_021_069	IgotU#9999	-55.351930	47.522630	2011-07-05T01:18:00	  1.
FB-drifter_021_069	IgotU#9999	-55.351590	47.522670	2011-07-05T01:23:00	  1.
FB-drifter_021_069	IgotU#9999	-55.350860	47.522800	2011-07-05T01:31:00	  1.
FB-drifter_021_069	IgotU#9999	-55.350720	47.522840	2011-07-05T01:36:00	  1.
FB-drifter_021_069	IgotU#9999	-55.350470	47.523100	2011-07-05T01:44:00	  1.
FB-drifter_021_069	IgotU#9999	-55.350160	47.523300	2011-07-05T01:53:00	  1.
FB-drifter_021_069	IgotU#9999	-55.349740	47.523500	2011-07-05T02:02:00	  1.
FB-drifter_021_069	IgotU#9999	-55.349460	47.523500	2011-07-05T02:06:00	  1.
FB-drifter_021_069	IgotU#9999	-55.349240	47.523640	2011-07-05T02:11:00	  1.
FB-drifter_021_069	IgotU#9999	-55.348800	47.523590	2011-07-05T02:15:00	  1.
FB-drifter_021_069	IgotU#9999	-55.348230	47.523560	2011-07-05T02:19:00	  1.
FB-drifter_021_069	IgotU#9999	-55.347820	47.523500	2011-07-05T02:23:00	  1.
FB-drifter_021_069	IgotU#9999	-55.347270	47.523380	2011-07-05T02:28:00	  1.
FB-drifter_021_069	IgotU#9999	-55.346730	47.523190	2011-07-05T02:32:00	  1.
FB-drifter_021_069	IgotU#9999	-55.346150	47.523120	2011-07-05T02:36:00	  1.
FB-drifter_021_069	IgotU#9999	-55.345630	47.523040	2011-07-05T02:41:00	  1.
FB-drifter_021_069	IgotU#9999	-55.345140	47.522930	2011-07-05T02:45:00	  1.
FB-drifter_021_069	IgotU#9999	-55.344620	47.522800	2011-07-05T02:49:00	  1.
FB-drifter_021_069	IgotU#9999	-55.344060	47.522610	2011-07-05T02:53:00	  1.
FB-drifter_021_069	IgotU#9999	-55.343400	47.522460	2011-07-05T02:58:00	  1.
FB-drifter_021_069	IgotU#9999	-55.342760	47.522160	2011-07-05T03:02:00	  1.
FB-drifter_021_069	IgotU#9999	-55.342110	47.521850	2011-07-05T03:07:00	  1.
FB-drifter_021_069	IgotU#9999	-55.341550	47.521530	2011-07-05T03:12:00	  1.
FB-drifter_021_069	IgotU#9999	-55.340970	47.521090	2011-07-05T03:17:00	  1.
FB-drifter_021_069	IgotU#9999	-55.340150	47.520650	2011-07-05T03:23:00	  1.
FB-drifter_021_069	IgotU#9999	-55.339220	47.520130	2011-07-05T03:30:00	  1.
FB-drifter_021_069	IgotU#9999	-55.338390	47.519470	2011-07-05T03:37:00	  1.
FB-drifter_021_069	IgotU#9999	-55.337400	47.518880	2011-07-05T03:44:00	  1.
FB-drifter_021_069	IgotU#9999	-55.336420	47.518100	2011-07-05T03:52:00	  1.
FB-drifter_021_069	IgotU#9999	-55.335590	47.517330	2011-07-05T04:00:00	  1.
FB-drifter_021_069	IgotU#9999	-55.334760	47.516690	2011-07-05T04:07:00	  1.
FB-drifter_021_069	IgotU#9999	-55.334400	47.516110	2011-07-05T04:12:00	  1.
FB-drifter_021_069	IgotU#9999	-55.333850	47.515690	2011-07-05T04:16:00	  1.
FB-drifter_021_069	IgotU#9999	-55.333500	47.515150	2011-07-05T04:20:00	  1.
FB-drifter_021_069	IgotU#9999	-55.333180	47.514820	2011-07-05T04:24:00	  1.
FB-drifter_021_069	IgotU#9999	-55.332540	47.514270	2011-07-05T04:29:00	  1.
FB-drifter_021_069	IgotU#9999	-55.332210	47.513890	2011-07-05T04:33:00	  1.
FB-drifter_021_069	IgotU#9999	-55.332020	47.513400	2011-07-05T04:37:00	  1.
FB-drifter_021_069	IgotU#9999	-55.331600	47.512940	2011-07-05T04:42:00	  1.
FB-drifter_021_069	IgotU#9999	-55.331300	47.512280	2011-07-05T04:46:00	  1.
FB-drifter_021_069	IgotU#9999	-55.330890	47.512010	2011-07-05T04:50:00	  1.
FB-drifter_021_069	IgotU#9999	-55.330000	47.510440	2011-07-05T05:03:00	  1.
FB-drifter_021_069	IgotU#9999	-55.329620	47.509860	2011-07-05T05:07:00	  1.
FB-drifter_021_069	IgotU#9999	-55.329360	47.509250	2011-07-05T05:11:00	  1.
FB-drifter_021_069	IgotU#9999	-55.329100	47.508730	2011-07-05T05:16:00	  1.
FB-drifter_021_069	IgotU#9999	-55.328890	47.508320	2011-07-05T05:20:00	  1.
FB-drifter_021_069	IgotU#9999	-55.328620	47.507610	2011-07-05T05:24:00	  1.
FB-drifter_021_069	IgotU#9999	-55.328190	47.507100	2011-07-05T05:28:00	  1.
FB-drifter_021_069	IgotU#9999	-55.327030	47.504580	2011-07-05T05:47:00	  1.
FB-drifter_021_069	IgotU#9999	-55.326480	47.503880	2011-07-05T05:53:00	  1.
FB-drifter_021_069	IgotU#9999	-55.326090	47.503300	2011-07-05T05:57:00	  1.
FB-drifter_021_069	IgotU#9999	-55.325910	47.502780	2011-07-05T06:01:00	  1.
FB-drifter_021_069	IgotU#9999	-55.325710	47.502330	2011-07-05T06:05:00	  1.
FB-drifter_021_069	IgotU#9999	-55.325230	47.501910	2011-07-05T06:10:00	  1.
FB-drifter_021_069	IgotU#9999	-55.324940	47.501430	2011-07-05T06:14:00	  1.
FB-drifter_021_069	IgotU#9999	-55.324200	47.500530	2011-07-05T06:22:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323910	47.499970	2011-07-05T06:27:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323500	47.499450	2011-07-05T06:31:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323590	47.498810	2011-07-05T06:35:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323040	47.498350	2011-07-05T06:40:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323070	47.497760	2011-07-05T06:44:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322770	47.497250	2011-07-05T06:48:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322830	47.496250	2011-07-05T06:57:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322390	47.494540	2011-07-05T07:10:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322170	47.493940	2011-07-05T07:14:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322460	47.493450	2011-07-05T07:19:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322560	47.492950	2011-07-05T07:23:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322480	47.491880	2011-07-05T07:31:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322360	47.491290	2011-07-05T07:36:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322570	47.490300	2011-07-05T07:44:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322830	47.489850	2011-07-05T07:48:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322910	47.489290	2011-07-05T07:53:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322690	47.488860	2011-07-05T07:57:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322930	47.488140	2011-07-05T08:02:00	  1.
FB-drifter_021_069	IgotU#9999	-55.322970	47.487670	2011-07-05T08:07:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323040	47.487180	2011-07-05T08:13:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323310	47.486480	2011-07-05T08:18:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323560	47.486180	2011-07-05T08:23:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323700	47.485700	2011-07-05T08:27:00	  1.
FB-drifter_021_069	IgotU#9999	-55.323970	47.485440	2011-07-05T08:31:00	  1.
FB-drifter_021_069	IgotU#9999	-55.324220	47.485200	2011-07-05T08:36:00	  1.
FB-drifter_021_069	IgotU#9999	-55.324420	47.484700	2011-07-05T08:40:00	  1.
FB-drifter_021_069	IgotU#9999	-55.325070	47.484050	2011-07-05T08:49:00	  1.
FB-drifter_021_069	IgotU#9999	-55.325230	47.483760	2011-07-05T08:54:00	  1.
FB-drifter_021_069	IgotU#9999	-55.325160	47.483320	2011-07-05T08:58:00	  1.
FB-drifter_021_069	IgotU#9999	-55.325210	47.482930	2011-07-05T09:02:00	  1.
FB-drifter_021_069	IgotU#9999	-55.325380	47.482540	2011-07-05T09:06:00	  1.
