Station	Instrument	Longitude(DecDeg)	Latitude(DecDeg)	Time(ISO8601)	Depth(m)
FB-drifter_021_066	IgotU#9999	-55.393110	47.513230	2011-07-05T00:26:00	  1.
FB-drifter_021_066	IgotU#9999	-55.393100	47.513610	2011-07-05T00:31:00	  1.
FB-drifter_021_066	IgotU#9999	-55.392930	47.513900	2011-07-05T00:35:00	  1.
FB-drifter_021_066	IgotU#9999	-55.392750	47.514250	2011-07-05T00:39:00	  1.
FB-drifter_021_066	IgotU#9999	-55.392290	47.515000	2011-07-05T00:48:00	  1.
FB-drifter_021_066	IgotU#9999	-55.391940	47.515290	2011-07-05T00:52:00	  1.
FB-drifter_021_066	IgotU#9999	-55.391530	47.515560	2011-07-05T00:56:00	  1.
FB-drifter_021_066	IgotU#9999	-55.391200	47.515990	2011-07-05T01:00:00	  1.
FB-drifter_021_066	IgotU#9999	-55.390620	47.516280	2011-07-05T01:05:00	  1.
FB-drifter_021_066	IgotU#9999	-55.389970	47.516570	2011-07-05T01:09:00	  1.
FB-drifter_021_066	IgotU#9999	-55.389420	47.516850	2011-07-05T01:13:00	  1.
FB-drifter_021_066	IgotU#9999	-55.388690	47.517230	2011-07-05T01:17:00	  1.
FB-drifter_021_066	IgotU#9999	-55.388040	47.517550	2011-07-05T01:21:00	  1.
FB-drifter_021_066	IgotU#9999	-55.387250	47.517760	2011-07-05T01:26:00	  1.
FB-drifter_021_066	IgotU#9999	-55.386510	47.518010	2011-07-05T01:30:00	  1.
FB-drifter_021_066	IgotU#9999	-55.385530	47.518010	2011-07-05T01:34:00	  1.
FB-drifter_021_066	IgotU#9999	-55.384660	47.518300	2011-07-05T01:38:00	  1.
FB-drifter_021_066	IgotU#9999	-55.383830	47.518540	2011-07-05T01:43:00	  1.
FB-drifter_021_066	IgotU#9999	-55.381710	47.518690	2011-07-05T01:51:00	  1.
FB-drifter_021_066	IgotU#9999	-55.379640	47.518920	2011-07-05T02:00:00	  1.
FB-drifter_021_066	IgotU#9999	-55.377920	47.518880	2011-07-05T02:06:00	  1.
FB-drifter_021_066	IgotU#9999	-55.375370	47.519530	2011-07-05T02:19:00	  1.
FB-drifter_021_066	IgotU#9999	-55.374470	47.519810	2011-07-05T02:25:00	  1.
FB-drifter_021_066	IgotU#9999	-55.373720	47.519990	2011-07-05T02:30:00	  1.
FB-drifter_021_066	IgotU#9999	-55.371030	47.520520	2011-07-05T02:43:00	  1.
FB-drifter_021_066	IgotU#9999	-55.370320	47.520690	2011-07-05T02:48:00	  1.
FB-drifter_021_066	IgotU#9999	-55.369280	47.520780	2011-07-05T02:52:00	  1.
FB-drifter_021_066	IgotU#9999	-55.368930	47.521040	2011-07-05T02:56:00	  1.
FB-drifter_021_066	IgotU#9999	-55.368270	47.521190	2011-07-05T03:00:00	  1.
FB-drifter_021_066	IgotU#9999	-55.367630	47.521450	2011-07-05T03:05:00	  1.
FB-drifter_021_066	IgotU#9999	-55.367000	47.521730	2011-07-05T03:10:00	  1.
FB-drifter_021_066	IgotU#9999	-55.366350	47.522130	2011-07-05T03:15:00	  1.
FB-drifter_021_066	IgotU#9999	-55.365480	47.522630	2011-07-05T03:23:00	  1.
FB-drifter_021_066	IgotU#9999	-55.365140	47.522810	2011-07-05T03:28:00	  1.
FB-drifter_021_066	IgotU#9999	-55.364600	47.523100	2011-07-05T03:32:00	  1.
FB-drifter_021_066	IgotU#9999	-55.363370	47.523770	2011-07-05T03:44:00	  1.
FB-drifter_021_066	IgotU#9999	-55.362970	47.524050	2011-07-05T03:49:00	  1.
FB-drifter_021_066	IgotU#9999	-55.362630	47.524310	2011-07-05T03:53:00	  1.
FB-drifter_021_066	IgotU#9999	-55.362300	47.524480	2011-07-05T03:57:00	  1.
FB-drifter_021_066	IgotU#9999	-55.362070	47.524610	2011-07-05T04:01:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361900	47.524810	2011-07-05T04:05:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361820	47.524920	2011-07-05T04:10:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361800	47.524990	2011-07-05T04:14:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361790	47.525180	2011-07-05T04:18:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361720	47.525380	2011-07-05T04:26:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361650	47.525500	2011-07-05T04:31:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361540	47.525710	2011-07-05T04:43:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361450	47.525850	2011-07-05T04:52:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361380	47.526000	2011-07-05T04:56:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361240	47.526060	2011-07-05T05:00:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361100	47.526200	2011-07-05T05:04:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361270	47.526310	2011-07-05T05:09:00	  1.
FB-drifter_021_066	IgotU#9999	-55.361100	47.526730	2011-07-05T05:48:00	  1.
FB-drifter_021_066	IgotU#9999	-55.360950	47.526820	2011-07-05T05:52:00	  1.
FB-drifter_021_066	IgotU#9999	-55.360700	47.526790	2011-07-05T06:01:00	  1.
FB-drifter_021_066	IgotU#9999	-55.360640	47.526730	2011-07-05T06:06:00	  1.
FB-drifter_021_067	IgotU#9999	-55.391260	47.524690	2011-07-04T19:22:00	  1.
FB-drifter_021_067	IgotU#9999	-55.390910	47.524350	2011-07-04T19:27:00	  1.
FB-drifter_021_067	IgotU#9999	-55.390070	47.523860	2011-07-04T19:36:00	  1.
FB-drifter_021_067	IgotU#9999	-55.389590	47.523510	2011-07-04T19:40:00	  1.
FB-drifter_021_067	IgotU#9999	-55.388980	47.523220	2011-07-04T19:45:00	  1.
FB-drifter_021_067	IgotU#9999	-55.388560	47.522840	2011-07-04T19:49:00	  1.
FB-drifter_021_067	IgotU#9999	-55.388170	47.522610	2011-07-04T19:53:00	  1.
FB-drifter_021_067	IgotU#9999	-55.387700	47.522220	2011-07-04T19:58:00	  1.
FB-drifter_021_067	IgotU#9999	-55.387180	47.521850	2011-07-04T20:06:00	  1.
FB-drifter_021_067	IgotU#9999	-55.385800	47.520020	2011-07-04T20:19:00	  1.
FB-drifter_021_067	IgotU#9999	-55.385240	47.519670	2011-07-04T20:23:00	  1.
FB-drifter_021_067	IgotU#9999	-55.384720	47.519100	2011-07-04T20:28:00	  1.
FB-drifter_021_067	IgotU#9999	-55.384340	47.518680	2011-07-04T20:32:00	  1.
FB-drifter_021_067	IgotU#9999	-55.384020	47.518300	2011-07-04T20:36:00	  1.
FB-drifter_021_067	IgotU#9999	-55.383450	47.517900	2011-07-04T20:41:00	  1.
FB-drifter_021_067	IgotU#9999	-55.382860	47.517040	2011-07-04T20:49:00	  1.
FB-drifter_021_067	IgotU#9999	-55.382540	47.516530	2011-07-04T20:54:00	  1.
FB-drifter_021_067	IgotU#9999	-55.382340	47.516200	2011-07-04T20:58:00	  1.
FB-drifter_021_067	IgotU#9999	-55.382250	47.515870	2011-07-04T21:02:00	  1.
FB-drifter_021_067	IgotU#9999	-55.382000	47.515060	2011-07-04T21:07:00	  1.
FB-drifter_021_067	IgotU#9999	-55.381800	47.514880	2011-07-04T21:11:00	  1.
FB-drifter_021_067	IgotU#9999	-55.381560	47.514430	2011-07-04T21:15:00	  1.
FB-drifter_021_067	IgotU#9999	-55.381030	47.513980	2011-07-04T21:20:00	  1.
FB-drifter_021_067	IgotU#9999	-55.380680	47.513490	2011-07-04T21:24:00	  1.
FB-drifter_021_067	IgotU#9999	-55.380510	47.513240	2011-07-04T21:28:00	  1.
FB-drifter_021_067	IgotU#9999	-55.380130	47.512800	2011-07-04T21:33:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379870	47.510890	2011-07-04T22:04:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379840	47.510600	2011-07-04T22:08:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379650	47.510380	2011-07-04T22:12:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379590	47.510130	2011-07-04T22:17:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379590	47.510040	2011-07-04T22:21:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379460	47.509950	2011-07-04T22:25:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379480	47.509860	2011-07-04T22:29:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379420	47.509810	2011-07-04T22:34:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379300	47.509750	2011-07-04T22:38:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379200	47.509670	2011-07-04T22:42:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379210	47.509570	2011-07-04T22:47:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379140	47.509520	2011-07-04T22:51:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379090	47.509480	2011-07-04T22:55:00	  1.
FB-drifter_021_067	IgotU#9999	-55.379010	47.509430	2011-07-04T23:00:00	  1.
FB-drifter_021_067	IgotU#9999	-55.378860	47.509400	2011-07-04T23:04:00	  1.
FB-drifter_021_067	IgotU#9999	-55.378680	47.509320	2011-07-04T23:12:00	  1.
FB-drifter_021_067	IgotU#9999	-55.378520	47.509290	2011-07-04T23:17:00	  1.
FB-drifter_021_067	IgotU#9999	-55.378430	47.509290	2011-07-04T23:21:00	  1.
FB-drifter_021_067	IgotU#9999	-55.378230	47.509260	2011-07-04T23:25:00	  1.
FB-drifter_021_067	IgotU#9999	-55.378020	47.509160	2011-07-04T23:34:00	  1.
FB-drifter_021_067	IgotU#9999	-55.377850	47.509200	2011-07-04T23:38:00	  1.
FB-drifter_021_067	IgotU#9999	-55.377760	47.509200	2011-07-04T23:43:00	  1.
FB-drifter_021_067	IgotU#9999	-55.377460	47.509120	2011-07-04T23:51:00	  1.
FB-drifter_021_067	IgotU#9999	-55.377140	47.508930	2011-07-04T23:56:00	  1.
FB-drifter_021_067	IgotU#9999	-55.376430	47.509370	2011-07-05T00:17:00	  1.
FB-drifter_021_067	IgotU#9999	-55.376050	47.509260	2011-07-05T00:21:00	  1.
FB-drifter_021_067	IgotU#9999	-55.375530	47.509020	2011-07-05T00:26:00	  1.
FB-drifter_021_067	IgotU#9999	-55.375150	47.508940	2011-07-05T00:30:00	  1.
FB-drifter_021_067	IgotU#9999	-55.374860	47.508940	2011-07-05T00:35:00	  1.
FB-drifter_021_067	IgotU#9999	-55.374400	47.508850	2011-07-05T00:39:00	  1.
FB-drifter_021_067	IgotU#9999	-55.374020	47.508850	2011-07-05T00:43:00	  1.
FB-drifter_021_067	IgotU#9999	-55.373630	47.508800	2011-07-05T00:48:00	  1.
FB-drifter_021_067	IgotU#9999	-55.373250	47.508680	2011-07-05T00:52:00	  1.
FB-drifter_021_067	IgotU#9999	-55.372830	47.508640	2011-07-05T00:56:00	  1.
FB-drifter_021_067	IgotU#9999	-55.372540	47.508590	2011-07-05T01:00:00	  1.
FB-drifter_021_067	IgotU#9999	-55.372090	47.508480	2011-07-05T01:05:00	  1.
FB-drifter_021_067	IgotU#9999	-55.371590	47.508510	2011-07-05T01:10:00	  1.
FB-drifter_021_067	IgotU#9999	-55.370960	47.508540	2011-07-05T01:14:00	  1.
FB-drifter_021_067	IgotU#9999	-55.370660	47.508510	2011-07-05T01:18:00	  1.
FB-drifter_021_067	IgotU#9999	-55.370250	47.508580	2011-07-05T01:23:00	  1.
FB-drifter_021_067	IgotU#9999	-55.369710	47.508700	2011-07-05T01:27:00	  1.
FB-drifter_021_067	IgotU#9999	-55.369170	47.508740	2011-07-05T01:31:00	  1.
FB-drifter_021_067	IgotU#9999	-55.368770	47.508730	2011-07-05T01:35:00	  1.
FB-drifter_021_067	IgotU#9999	-55.368270	47.509000	2011-07-05T01:40:00	  1.
FB-drifter_021_067	IgotU#9999	-55.367690	47.509190	2011-07-05T01:44:00	  1.
FB-drifter_021_067	IgotU#9999	-55.367190	47.509370	2011-07-05T01:48:00	  1.
FB-drifter_021_067	IgotU#9999	-55.366740	47.509550	2011-07-05T01:53:00	  1.
FB-drifter_021_067	IgotU#9999	-55.366300	47.509690	2011-07-05T01:57:00	  1.
FB-drifter_021_067	IgotU#9999	-55.365740	47.509860	2011-07-05T02:01:00	  1.
FB-drifter_021_067	IgotU#9999	-55.364670	47.510150	2011-07-05T02:11:00	  1.
FB-drifter_021_067	IgotU#9999	-55.364140	47.510250	2011-07-05T02:15:00	  1.
FB-drifter_021_067	IgotU#9999	-55.363560	47.510350	2011-07-05T02:19:00	  1.
FB-drifter_021_067	IgotU#9999	-55.363030	47.510380	2011-07-05T02:23:00	  1.
FB-drifter_021_067	IgotU#9999	-55.362440	47.510450	2011-07-05T02:28:00	  1.
FB-drifter_021_067	IgotU#9999	-55.361740	47.510590	2011-07-05T02:32:00	  1.
FB-drifter_021_067	IgotU#9999	-55.361340	47.510500	2011-07-05T02:36:00	  1.
FB-drifter_021_067	IgotU#9999	-55.360570	47.510560	2011-07-05T02:41:00	  1.
FB-drifter_021_067	IgotU#9999	-55.359890	47.510590	2011-07-05T02:45:00	  1.
FB-drifter_021_067	IgotU#9999	-55.359470	47.510500	2011-07-05T02:49:00	  1.
FB-drifter_021_067	IgotU#9999	-55.358770	47.510560	2011-07-05T02:54:00	  1.
FB-drifter_021_067	IgotU#9999	-55.355900	47.510060	2011-07-05T03:16:00	  1.
FB-drifter_021_067	IgotU#9999	-55.355380	47.509950	2011-07-05T03:20:00	  1.
FB-drifter_021_067	IgotU#9999	-55.354780	47.509890	2011-07-05T03:24:00	  1.
FB-drifter_021_067	IgotU#9999	-55.353870	47.509700	2011-07-05T03:29:00	  1.
FB-drifter_021_067	IgotU#9999	-55.353580	47.509580	2011-07-05T03:33:00	  1.
FB-drifter_021_067	IgotU#9999	-55.352890	47.509400	2011-07-05T03:37:00	  1.
FB-drifter_021_067	IgotU#9999	-55.352230	47.509140	2011-07-05T03:41:00	  1.
FB-drifter_021_067	IgotU#9999	-55.351530	47.508990	2011-07-05T03:46:00	  1.
FB-drifter_021_067	IgotU#9999	-55.350810	47.508650	2011-07-05T03:50:00	  1.
FB-drifter_021_067	IgotU#9999	-55.350070	47.508390	2011-07-05T03:54:00	  1.
FB-drifter_021_067	IgotU#9999	-55.349310	47.508190	2011-07-05T03:59:00	  1.
FB-drifter_021_067	IgotU#9999	-55.348680	47.508010	2011-07-05T04:03:00	  1.
FB-drifter_021_067	IgotU#9999	-55.348020	47.507660	2011-07-05T04:07:00	  1.
FB-drifter_021_067	IgotU#9999	-55.347340	47.507350	2011-07-05T04:12:00	  1.
FB-drifter_021_067	IgotU#9999	-55.346820	47.507110	2011-07-05T04:16:00	  1.
FB-drifter_021_067	IgotU#9999	-55.344860	47.505950	2011-07-05T04:29:00	  1.
FB-drifter_021_067	IgotU#9999	-55.344240	47.505430	2011-07-05T04:33:00	  1.
FB-drifter_021_067	IgotU#9999	-55.343700	47.505130	2011-07-05T04:38:00	  1.
FB-drifter_021_067	IgotU#9999	-55.343120	47.504710	2011-07-05T04:42:00	  1.
FB-drifter_021_067	IgotU#9999	-55.342590	47.504200	2011-07-05T04:46:00	  1.
FB-drifter_021_067	IgotU#9999	-55.342110	47.504070	2011-07-05T04:51:00	  1.
FB-drifter_021_067	IgotU#9999	-55.341580	47.503620	2011-07-05T04:55:00	  1.
FB-drifter_021_067	IgotU#9999	-55.340970	47.503300	2011-07-05T04:59:00	  1.
FB-drifter_021_067	IgotU#9999	-55.340420	47.502900	2011-07-05T05:03:00	  1.
FB-drifter_021_067	IgotU#9999	-55.339800	47.502400	2011-07-05T05:08:00	  1.
FB-drifter_021_067	IgotU#9999	-55.338210	47.501010	2011-07-05T05:21:00	  1.
FB-drifter_021_067	IgotU#9999	-55.337490	47.500400	2011-07-05T05:25:00	  1.
FB-drifter_021_067	IgotU#9999	-55.337200	47.499790	2011-07-05T05:30:00	  1.
FB-drifter_021_067	IgotU#9999	-55.336790	47.499240	2011-07-05T05:35:00	  1.
FB-drifter_021_067	IgotU#9999	-55.336300	47.498570	2011-07-05T05:39:00	  1.
FB-drifter_021_067	IgotU#9999	-55.335820	47.498150	2011-07-05T05:43:00	  1.
FB-drifter_021_067	IgotU#9999	-55.335310	47.497680	2011-07-05T05:47:00	  1.
FB-drifter_021_067	IgotU#9999	-55.334750	47.497280	2011-07-05T05:52:00	  1.
FB-drifter_021_067	IgotU#9999	-55.334210	47.496830	2011-07-05T05:56:00	  1.
FB-drifter_021_067	IgotU#9999	-55.333500	47.496190	2011-07-05T06:01:00	  1.
FB-drifter_021_067	IgotU#9999	-55.333050	47.495650	2011-07-05T06:05:00	  1.
FB-drifter_021_067	IgotU#9999	-55.332560	47.495150	2011-07-05T06:09:00	  1.
FB-drifter_021_067	IgotU#9999	-55.332120	47.494770	2011-07-05T06:14:00	  1.
FB-drifter_021_067	IgotU#9999	-55.331670	47.494400	2011-07-05T06:18:00	  1.
FB-drifter_021_067	IgotU#9999	-55.331150	47.493790	2011-07-05T06:22:00	  1.
FB-drifter_021_067	IgotU#9999	-55.330730	47.493230	2011-07-05T06:27:00	  1.
FB-drifter_021_067	IgotU#9999	-55.330380	47.492830	2011-07-05T06:31:00	  1.
FB-drifter_021_067	IgotU#9999	-55.330090	47.492360	2011-07-05T06:35:00	  1.
FB-drifter_021_067	IgotU#9999	-55.329620	47.491790	2011-07-05T06:39:00	  1.
FB-drifter_021_067	IgotU#9999	-55.329450	47.491300	2011-07-05T06:44:00	  1.
FB-drifter_021_067	IgotU#9999	-55.329000	47.489730	2011-07-05T06:57:00	  1.
FB-drifter_021_067	IgotU#9999	-55.328490	47.489170	2011-07-05T07:01:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327930	47.488600	2011-07-05T07:05:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327300	47.487460	2011-07-05T07:14:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326950	47.486420	2011-07-05T07:22:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326660	47.485900	2011-07-05T07:27:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326340	47.485350	2011-07-05T07:31:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325780	47.484760	2011-07-05T07:35:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325090	47.483810	2011-07-05T07:44:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325100	47.483250	2011-07-05T07:48:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324910	47.482760	2011-07-05T07:52:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324480	47.482210	2011-07-05T07:57:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324330	47.481490	2011-07-05T08:02:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323920	47.481050	2011-07-05T08:08:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323980	47.480380	2011-07-05T08:12:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323880	47.480040	2011-07-05T08:17:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323970	47.479540	2011-07-05T08:21:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323760	47.479340	2011-07-05T08:25:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324010	47.478500	2011-07-05T08:35:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323970	47.478180	2011-07-05T08:40:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324250	47.477780	2011-07-05T08:44:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324370	47.477480	2011-07-05T08:49:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324710	47.476970	2011-07-05T08:57:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324830	47.476590	2011-07-05T09:02:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325000	47.476490	2011-07-05T09:06:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325100	47.476230	2011-07-05T09:10:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325350	47.476010	2011-07-05T09:14:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325380	47.475770	2011-07-05T09:19:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325450	47.475590	2011-07-05T09:23:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325640	47.475480	2011-07-05T09:27:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326080	47.475100	2011-07-05T09:40:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326410	47.474880	2011-07-05T09:45:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326690	47.474760	2011-07-05T09:49:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326870	47.474580	2011-07-05T09:53:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327160	47.474460	2011-07-05T09:57:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327270	47.474120	2011-07-05T10:06:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327500	47.473980	2011-07-05T10:10:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327900	47.473920	2011-07-05T10:15:00	  1.
FB-drifter_021_067	IgotU#9999	-55.328060	47.473830	2011-07-05T10:19:00	  1.
FB-drifter_021_067	IgotU#9999	-55.329610	47.474210	2011-07-05T10:40:00	  1.
FB-drifter_021_067	IgotU#9999	-55.329830	47.474910	2011-07-05T11:11:00	  1.
FB-drifter_021_067	IgotU#9999	-55.329960	47.475340	2011-07-05T11:17:00	  1.
FB-drifter_021_067	IgotU#9999	-55.329760	47.475800	2011-07-05T11:25:00	  1.
FB-drifter_021_067	IgotU#9999	-55.329250	47.475940	2011-07-05T11:30:00	  1.
FB-drifter_021_067	IgotU#9999	-55.328750	47.476460	2011-07-05T11:38:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327970	47.476910	2011-07-05T11:51:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327700	47.477170	2011-07-05T11:55:00	  1.
FB-drifter_021_067	IgotU#9999	-55.327300	47.477280	2011-07-05T11:59:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326910	47.477660	2011-07-05T12:08:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326710	47.477890	2011-07-05T12:12:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326230	47.477810	2011-07-05T12:17:00	  1.
FB-drifter_021_067	IgotU#9999	-55.326050	47.477870	2011-07-05T12:21:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325470	47.477910	2011-07-05T12:25:00	  1.
FB-drifter_021_067	IgotU#9999	-55.325120	47.477940	2011-07-05T12:30:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324910	47.478070	2011-07-05T12:34:00	  1.
FB-drifter_021_067	IgotU#9999	-55.324520	47.478270	2011-07-05T12:38:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323990	47.478240	2011-07-05T12:43:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323570	47.478360	2011-07-05T12:47:00	  1.
FB-drifter_021_067	IgotU#9999	-55.323040	47.478450	2011-07-05T12:51:00	  1.
FB-drifter_021_067	IgotU#9999	-55.321680	47.478780	2011-07-05T13:06:00	  1.
FB-drifter_021_067	IgotU#9999	-55.320880	47.478820	2011-07-05T13:12:00	  1.
FB-drifter_021_067	IgotU#9999	-55.320310	47.478960	2011-07-05T13:16:00	  1.
FB-drifter_021_067	IgotU#9999	-55.319900	47.478970	2011-07-05T13:21:00	  1.
FB-drifter_021_068	IgotU#9999	-55.387270	47.531400	2011-07-04T19:20:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387190	47.531250	2011-07-04T19:24:00	 10.
FB-drifter_021_068	IgotU#9999	-55.387130	47.531160	2011-07-04T19:28:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386890	47.530930	2011-07-04T19:33:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386830	47.530820	2011-07-04T19:38:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386760	47.530690	2011-07-04T19:43:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386730	47.530550	2011-07-04T19:48:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386640	47.530410	2011-07-04T19:53:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386600	47.530180	2011-07-04T19:58:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386600	47.529920	2011-07-04T20:03:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386490	47.529770	2011-07-04T20:08:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386410	47.529630	2011-07-04T20:13:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386290	47.529450	2011-07-04T20:17:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386230	47.529250	2011-07-04T20:22:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386180	47.529170	2011-07-04T20:27:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386110	47.528960	2011-07-04T20:32:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386150	47.528750	2011-07-04T20:37:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386240	47.528580	2011-07-04T20:42:00	 10.
FB-drifter_021_068	IgotU#9999	-55.386030	47.528210	2011-07-04T20:51:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385970	47.528080	2011-07-04T20:56:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385830	47.527800	2011-07-04T21:16:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385800	47.527710	2011-07-04T21:21:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385800	47.527600	2011-07-04T21:26:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385730	47.527540	2011-07-04T21:35:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385640	47.527480	2011-07-04T21:40:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385640	47.527470	2011-07-04T21:45:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385480	47.527480	2011-07-04T22:00:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385440	47.527500	2011-07-04T22:05:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385530	47.527450	2011-07-04T22:10:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385440	47.527570	2011-07-04T22:15:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385420	47.527690	2011-07-04T22:24:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385350	47.527790	2011-07-04T22:39:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385330	47.527880	2011-07-04T22:44:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385340	47.527950	2011-07-04T22:49:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385330	47.528020	2011-07-04T22:53:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385220	47.528110	2011-07-04T22:58:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385270	47.528230	2011-07-04T23:03:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385300	47.528350	2011-07-04T23:08:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385330	47.528460	2011-07-04T23:13:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385310	47.528610	2011-07-04T23:18:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385280	47.528810	2011-07-04T23:23:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385360	47.528870	2011-07-04T23:28:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385440	47.529010	2011-07-04T23:32:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385510	47.529240	2011-07-04T23:42:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385510	47.529390	2011-07-04T23:47:00	 10.
FB-drifter_021_068	IgotU#9999	-55.385650	47.529710	2011-07-04T23:52:00	 10.
